"patch_W [mm]","Freq [GHz]","S(1,1) []"
2.7,41.5,-0.329277811448144 + 0.470166000089259i
2.7,41.5625,-0.308692912808856 + 0.490087777075559i
2.7,41.625,-0.286913017134272 + 0.50895651715838i
2.7,41.6875,-0.264001686846957 + 0.526701760921956i
2.7,41.75,-0.240026583921259 + 0.543257343825857i
2.7,41.8125,-0.215059160198822 + 0.55856164673188i
2.7,41.875,-0.189174328795634 + 0.572557822246522i
2.7,41.9375,-0.162450118850708 + 0.585193994877818i
2.7,42,-0.134967316131167 + 0.59642343327696i
2.7,42.0625,-0.106809092232787 + 0.606204693143789i
2.7,42.125,-0.0780606252940041 + 0.614501729714386i
2.7,42.1875,-0.0488087152706326 + 0.621283979111278i
2.7,42.25,-0.0191413968953431 + 0.626526408214394i
2.7,42.3125,0.0108524465310416 + 0.63020953309544i
2.7,42.375,0.0410834654005809 + 0.632319406441893i
2.7,42.4375,0.0714622190797814 + 0.632847574770837i
2.7,42.5,0.101899541314407 + 0.631791006589937i
2.7,42.5625,0.132306893041728 + 0.629151992995655i
2.7,42.625,0.162596700117901 + 0.624938022500986i
2.7,42.6875,0.19268267372855 + 0.619161632151164i
2.7,42.75,0.222480111541381 + 0.611840237211427i
2.7,42.8125,0.251906177974329 + 0.602995941892758i
2.7,42.875,0.280880162284137 + 0.592655333717454i
2.7,42.9375,0.309323713521807 + 0.58084926421518i
2.7,43,0.337161051745563 + 0.567612618682197i
2.7,43.0625,0.364319155222787 + 0.552984077732518i
2.7,43.125,0.390727923683299 + 0.537005873322076i
2.7,43.1875,0.416320318002079 + 0.519723541838257i
2.7,43.25,0.441032476984764 + 0.501185676720974i
2.7,43.3125,0.464803812200362 + 0.48144368292159i
2.7,43.375,0.487577082048646 + 0.46055153531718i
2.7,43.4375,0.509298446462319 + 0.438565542984054i
2.7,43.5,0.529917503824338 + 0.415544121001139i
2.7,43.5625,0.549387311827403 + 0.391547571205344i
2.7,43.625,0.56766439411528 + 0.366637873062008i
2.7,43.6875,0.584708734624195 + 0.340878485548338i
2.7,43.75,0.600483761587753 + 0.314334160680779i
2.7,43.8125,0.614956323181649 + 0.287070769052184i
2.7,43.875,0.62809665676635 + 0.259155137485467i
2.7,43.9375,0.639878353638649 + 0.230654898660023i
2.7,44,0.650278321128351 + 0.201638352329085i
2.7,44.0625,0.659276743776648 + 0.172174337522394i
2.7,44.125,0.666857045209635 + 0.142332114921222i
2.7,44.1875,0.673005852176027 + 0.112181258403034i
2.7,44.25,0.677712962053364 + 0.0817915545809792i
2.7,44.3125,0.680971314942634 + 0.0512329090082919i
2.7,44.375,0.68277697126664 + 0.0205752575779538i
2.7,44.4375,0.68312909556183 - 0.0101115184775953i
2.7,44.5,0.682029946905439 - 0.0407576756935591i
2.7,44.5625,0.679484876150241 - 0.0712936913881292i
2.7,44.625,0.675502329850916 - 0.101650348457943i
2.7,44.6875,0.670093860466316 - 0.131758823860165i
2.7,44.75,0.663274142121177 - 0.16155078267349i
2.7,44.8125,0.65506099092124 - 0.190958479555128i
2.7,44.875,0.645475388547119 - 0.21991486927041i
2.7,44.9375,0.634541507608991 - 0.248353727770002i
2.7,45,0.622286737024612 - 0.276209785040257i
2.7,45.0625,0.608741705481544 - 0.303418870671206i
2.7,45.125,0.593940300855746 - 0.329918072788816i
2.7,45.1875,0.577919683282405 - 0.355645910689297i
2.7,45.25,0.560720289417421 - 0.380542521192911i
2.7,45.3125,0.542385825300657 - 0.404549858395525i
2.7,45.375,0.522963245149093 - 0.427611906131432i
2.7,45.4375,0.502502713382734 - 0.44967490206672i
2.7,45.5,0.481057547228629 - 0.470687571921514i
2.7,45.5625,0.458684137366425 - 0.490601371879196i
2.7,45.625,0.435441844275706 - 0.509370736794234i
2.7,45.6875,0.411392868222722 - 0.526953331372443i
2.7,45.75,0.386602091180743 - 0.543310301084687i
2.7,45.8125,0.361136889411035 - 0.558406519203892i
2.7,45.875,0.335066915935103 - 0.572210826041403i
2.7,45.9375,0.308463852695529 - 0.584696256217244i
2.7,46,0.281401132821807 - 0.595840249643286i
2.7,46.0625,0.253953634076154 - 0.605624841840163i
2.7,46.125,0.226197345236367 - 0.614036829257653i
2.7,46.1875,0.198209007860213 - 0.621067905430556i
2.7,46.25,0.170065736549097 - 0.626714764080943i
2.7,46.3125,0.141844621466247 - 0.630979165672629i
2.7,46.375,0.113622317445493 - 0.63386796442976i
2.7,46.4375,0.0854746245297257 - 0.635393093439684i
2.7,46.5,0.0574760651843545 - 0.635571506157273i
2.7,46.5625,0.0296994637233261 - 0.63442507339654i
2.7,46.625,0.00221553365057225 - 0.63198043571494i
2.7,46.6875,-0.0249075213515718 - 0.628268811942835i
2.7,46.75,-0.0516043871678124 - 0.623325765460138i
2.7,46.8125,-0.077812994362962 - 0.617190930648121i
2.7,46.875,-0.103474843684169 - 0.609907702721383i
2.7,46.9375,-0.128535297485904 - 0.601522894848839i
2.7,47,-0.152943833232105 - 0.592086367081952i
2.7,47.0625,-0.176654255940207 - 0.581650632105311i
2.7,47.125,-0.199624867209477 - 0.570270443195193i
2.7,47.1875,-0.221818589296149 - 0.558002370007365i
2.7,47.25,-0.243203043535618 - 0.544904367911812i
2.7,47.3125,-0.263750583241285 - 0.531035346551045i
2.7,47.375,-0.283438282007141 - 0.516454743125904i
2.7,47.4375,-0.302247879084465 - 0.501222105619091i
2.7,47.5,-0.320165684173373 - 0.485396690766075i
2.7,47.5625,-0.337182444551835 - 0.469037081092857i
2.7,47.625,-0.353293177947102 - 0.452200824779187i
2.7,47.6875,-0.368496974929586 - 0.43494410149482i
2.7,47.75,-0.382796774874466 - 0.417321416715326i
2.7,47.8125,-0.396199119692106 - 0.399385326372773i
2.7,47.875,-0.408713889579171 - 0.381186193053673i
2.7,47.9375,-0.420354024995278 - 0.362771974338318i
2.7,48,-0.431135238934896 - 0.344188043295989i
2.7,48.0625,-0.441075723352063 - 0.325477040621171i
2.7,48.125,-0.450195853319121 - 0.306678757425156i
2.7,48.1875,-0.458517892172691 - 0.28783004729139i
2.7,48.25,-0.466065700533667 - 0.26896476586473i
2.7,48.3125,-0.472864451695124 - 0.250113735975495i
2.7,48.375,-0.478940355464434 - 0.231304736097381i
2.7,48.4375,-0.484320392133334 - 0.212562509801424i
2.7,48.5,-0.489032057841289 - 0.19390879379174i
2.7,48.5625,-0.493103122200044 - 0.175362362087812i
2.7,48.625,-0.496561398666619 - 0.15693908394667i
2.7,48.6875,-0.499434527791907 - 0.138651993190703i
2.7,48.75,-0.501749773135157 - 0.120511366717006i
2.7,48.8125,-0.503533829321933 - 0.102524810106571i
2.7,48.875,-0.504812641434604 - 0.0846973484214844i
2.7,48.9375,-0.505611234658729 - 0.0670315204713896i
2.7,49,-0.505953552863911 - 0.0495274750437479i
2.7,49.0625,-0.505862304570812 - 0.0321830678239497i
2.7,49.125,-0.505358814543977 - 0.0149939579805352i
2.7,49.1875,-0.504462879048983 + 0.00204629634152459i
2.7,49.25,-0.503192622618752 + 0.018946144087779i
2.7,49.3125,-0.501564353983799 + 0.0357159490756037i
2.7,49.375,-0.499592418631606 + 0.0523678992979422i
2.7,49.4375,-0.497289045268634 + 0.0689159171710037i
2.7,49.5,-0.494664183263365 + 0.0853755697087209i
2.7,49.5625,-0.491725327950511 + 0.101763977101661i
2.7,49.625,-0.488477330477759 + 0.118099717588463i
2.7,49.6875,-0.484922188683423 + 0.134402725811888i
2.7,49.75,-0.481058815316911 + 0.150694181022658i
2.7,49.8125,-0.476882779771398 + 0.166996380501184i
2.7,49.875,-0.472386019416094 + 0.183332592372837i
2.7,49.9375,-0.46755651663226 + 0.19972688055452i
2.7,50,-0.462377937827919 + 0.216203892841115i
2.8,25,0.628150672989518 - 0.700043386897274i
2.8,25.0625,0.598358736143119 - 0.72427071094328i
2.8,25.125,0.567637792669646 - 0.747383674023107i
2.8,25.1875,0.536025490133976 - 0.769336362490077i
2.8,25.25,0.503562173854383 - 0.790084317262309i
2.8,25.3125,0.470290819927549 - 0.809584701256435i
2.8,25.375,0.436256956276855 - 0.827796463188978i
2.8,25.4375,0.401508571998322 - 0.844680496739336i
2.8,25.5,0.366096015375301 - 0.860199794093708i
2.8,25.5625,0.33007188102699 - 0.874319592925467i
2.8,25.625,0.293490886746106 - 0.887007515913829i
2.8,25.6875,0.25640974066586 - 0.898233701959028i
2.8,25.75,0.218886999474831 - 0.907970928317678i
2.8,25.8125,0.180982918469331 - 0.916194722955835i
2.8,25.875,0.142759294295267 - 0.922883466498553i
2.8,25.9375,0.104279301284538 - 0.928018483242302i
2.8,26,0.0656073223340745 - 0.931584120789308i
2.8,26.0625,0.0268087753079649 - 0.933567817959426i
2.8,26.125,-0.0120500640354164 - 0.933960160734254i
2.8,26.1875,-0.0509022415789964 - 0.932754926088367i
2.8,26.25,-0.0896803058339709 - 0.929949113662629i
2.8,26.3125,-0.128316489378496 - 0.925542965332964i
2.8,26.375,-0.16674288977082 - 0.919539972823582i
2.8,26.4375,-0.204891648992107 - 0.911946873605226i
2.8,26.5,-0.242695130515973 - 0.902773635405286i
2.8,26.5625,-0.280086093152236 - 0.89203342973673i
2.8,26.625,-0.31699786087059 - 0.879742594925768i
2.8,26.6875,-0.353364487874716 - 0.865920589183183i
2.8,26.75,-0.389120918267772 - 0.85058993432083i
2.8,26.8125,-0.424203139725169 - 0.83377615076238i
2.8,26.875,-0.458548330668817 - 0.815507684535658i
2.8,26.9375,-0.49209500051728 - 0.795815826962843i
2.8,27,-0.524783122667928 - 0.774734627784165i
2.8,27.0625,-0.556554259948295 - 0.752300802460946i
2.8,27.125,-0.587351682354128 - 0.72855363440489i
2.8,27.1875,-0.617120476969628 - 0.703534872873018i
2.8,27.25,-0.645807650040328 - 0.677288627251933i
2.8,27.3125,-0.673362221240151 - 0.649861258431873i
2.8,27.375,-0.699735310240679 - 0.621301267940783i
2.8,27.4375,-0.724880215751948 - 0.591659185472277i
2.8,27.5,-0.748752487259521 - 0.560987455399596i
2.8,27.5625,-0.771309989732065 - 0.529340322821067i
2.8,27.625,-0.792512961616422 - 0.496773719632416i
2.8,27.6875,-0.812324066473501 - 0.463345151067794i
2.8,27.75,-0.830708438637665 - 0.429113583095849i
2.8,27.8125,-0.847633723304934 - 0.394139331000129i
2.8,27.875,-0.86307011147119 - 0.358483949415241i
2.8,27.9375,-0.876990370150796 - 0.322210124032486i
2.8,28,-0.889369868308825 - 0.285381565131538i
2.8,28.0625,-0.900186598936729 - 0.248062903038864i
2.8,28.125,-0.909421197692019 - 0.210319585559646i
2.8,28.1875,-0.917056958507682 - 0.172217777378331i
2.8,28.25,-0.923079846557141 - 0.133824261374324i
2.8,28.3125,-0.92747850893581 - 0.0952063417535378i
2.8,28.375,-0.930244283391172 - 0.0564317488551896i
2.8,28.4375,-0.931371205400389 - 0.0175685454549488i
2.8,28.5,-0.930856013857932 + 0.0213149656478297i
2.8,28.5625,-0.928698155596274 + 0.0601503330001727i
2.8,28.625,-0.924899788920663 + 0.0988690470887406i
2.8,28.6875,-0.919465786294836 + 0.13740263044167i
2.8,28.75,-0.912403736268795 + 0.175682727538983i
2.8,28.8125,-0.90372394469276 + 0.213641194841167i
2.8,28.875,-0.893439435213739 + 0.251210191249854i
2.8,28.9375,-0.881565949003186 + 0.288322269313785i
2.8,29,-0.868121943616358 + 0.324910467487349i
2.8,29.0625,-0.853128590836874 + 0.36090840373784i
2.8,29.125,-0.836609773313819 + 0.396250370781408i
2.8,29.1875,-0.818592079754175 + 0.430871433206493i
2.8,29.25,-0.799104798390839 + 0.464707526717233i
2.8,29.3125,-0.778179908406264 + 0.497695559698605i
2.8,29.375,-0.755852068954608 + 0.5297735172693i
2.8,29.4375,-0.732158605391403 + 0.560880567948435i
2.8,29.5,-0.707139492289639 + 0.590957173018134i
2.8,29.5625,-0.680837332795464 + 0.619945198615849i
2.8,29.625,-0.653297333855531 + 0.647788030538886i
2.8,29.6875,-0.624567276832143 + 0.674430691688788i
2.8,29.75,-0.594697483011813 + 0.699819962025911i
2.8,29.8125,-0.563740773508512 + 0.723904500844716i
2.8,29.875,-0.531752423064457 + 0.746634971119151i
2.8,29.9375,-0.498790107259772 + 0.767964165604855i
2.8,30,-0.464913842657509 + 0.787847134322126i
2.8,30.0625,-0.430185919432694 + 0.806241312980921i
2.8,30.125,-0.394670826063559 + 0.823106651847461i
2.8,30.1875,-0.358435165699842 + 0.83840574449211i
2.8,30.25,-0.321547563866865 + 0.852103955800962i
2.8,30.3125,-0.284078567215285 + 0.864169548579647i
2.8,30.375,-0.246100533084421 + 0.874573808028324i
2.8,30.4375,-0.207687509711606 + 0.883291163322506i
2.8,30.5,-0.168915106990942 + 0.89029930549598i
2.8,30.5625,-0.12986035776133 + 0.895579300790597i
2.8,30.625,-0.0906015696850157 + 0.899115698613998i
2.8,30.6875,-0.0512181678638551 + 0.900896633230854i
2.8,30.75,-0.0117905284293504 + 0.900913918306997i
2.8,30.8125,0.0276001965658276 + 0.899163133429088i
2.8,30.875,0.0668722625344694 + 0.895643701736051i
2.8,30.9375,0.10594352350638 + 0.890358957822388i
2.8,31,0.144731630439855 + 0.883316205108229i
2.8,31.0625,0.183154235998762 + 0.874526761916294i
2.8,31.125,0.221129205015387 + 0.864005995552029i
2.8,31.1875,0.258574829778701 + 0.851773343749529i
2.8,31.25,0.295410049213617 + 0.837852322922135i
2.8,31.3125,0.331554670950588 + 0.822270522742076i
2.8,31.375,0.366929595227279 + 0.805059586667562i
2.8,31.4375,0.401457039517093 + 0.786255178136927i
2.8,31.5,0.435060762742751 + 0.765896932257309i
2.8,31.5625,0.467666287909271 + 0.744028392927777i
2.8,31.625,0.499201121979033 + 0.720696935453192i
2.8,31.6875,0.529594971813641 + 0.695953674823075i
2.8,31.75,0.558779955022642 + 0.669853359948493i
2.8,31.8125,0.586690804588452 + 0.64245425426714i
2.8,31.875,0.613265066179932 + 0.613818003240985i
2.8,31.9375,0.63844328712327 + 0.58400948938042i
2.8,32,0.662169196068151 + 0.553096675531895i
2.8,32.0625,0.68438987246867 + 0.521150437260995i
2.8,32.125,0.705055905090913 + 0.488244385248509i
2.8,32.1875,0.72412153886186 + 0.454454678691539i
2.8,32.25,0.741544809485669 + 0.419859830763951i
2.8,32.3125,0.757287665371989 + 0.384540507239677i
2.8,32.375,0.771316076545409 + 0.348579319417043i
2.8,32.4375,0.783600130333369 + 0.312060612502366i
2.8,32.5,0.794114113760477 + 0.27507025061563i
2.8,32.5625,0.80283658270811 + 0.237695399569893i
2.8,32.625,0.809750418027692 + 0.200024308549321i
2.8,32.6875,0.814842868922343 + 0.162146091768315i
2.8,32.75,0.818105584032881 + 0.124150511136508i
2.8,32.8125,0.819534630778679 + 0.0861277608820223i
2.8,32.875,0.819130503610072 + 0.048168254999i
2.8,32.9375,0.81689812192521 + 0.010362418285656i
2.8,33,0.812846818489159 - 0.0271995183726091i
2.8,33.0625,0.806990319265152 - 0.0644277179435867i
2.8,33.125,0.799346715626094 - 0.101232932013593i
2.8,33.1875,0.789938429957525 - 0.137526690120926i
2.8,33.25,0.778792175690214 - 0.173221483549571i
2.8,33.3125,0.76593891281044 - 0.208230943630533i
2.8,33.375,0.751413799887927 - 0.242470014757761i
2.8,33.4375,0.735256143634527 - 0.275855122488603i
2.8,33.5,0.717509346960157 - 0.308304337263428i
2.8,33.5625,0.698220856425569 - 0.339737534443736i
2.8,33.625,0.677442109903241 - 0.370076551531478i
2.8,33.6875,0.65522848514732 - 0.39924534359246i
2.8,33.75,0.631639249840178 - 0.427170138061683i
2.8,33.8125,0.606737513525773 - 0.453779590256477i
2.8,33.875,0.580590181657735 - 0.479004941061638i
2.8,33.9375,0.553267911781901 - 0.502780178377077i
2.8,34,0.524845071637772 - 0.525042204029678i
2.8,34.0625,0.495399698700357 - 0.545731007943424i
2.8,34.125,0.465013460391988 - 0.564789851431653i
2.8,34.1875,0.43377161387257 - 0.58216546151751i
2.8,34.25,0.401762963965975 - 0.597808238198133i
2.8,34.3125,0.369079817400298 - 0.611672476538349i
2.8,34.375,0.335817931131248 - 0.623716605403886i
2.8,34.4375,0.302076452083203 - 0.633903444514078i
2.8,34.5,0.267957845184659 - 0.642200481301125i
2.8,34.5625,0.233567806098166 - 0.648580168797459i
2.8,34.625,0.199015154557112 - 0.653020245424228i
2.8,34.6875,0.164411703730949 - 0.655504077111649i
2.8,34.75,0.129872100559132 - 0.656021021634928i
2.8,34.8125,0.0955136315372675 - 0.654566814386902i
2.8,34.875,0.0614559880253196 - 0.651143974020804i
2.8,34.9375,0.0278209848001472 - 0.645762225475345i
2.8,35,-0.00526777467959607 - 0.638438936834408i
2.8,35.0625,-0.0376852929576651 - 0.629199565273153i
2.8,35.125,-0.0693056398439 - 0.618078106005169i
2.8,35.1875,-0.100002486655988 - 0.605117536681572i
2.8,35.25,-0.129649719362982 - 0.590370248121743i
2.8,35.3125,-0.158122135791413 - 0.573898450605589i
2.8,35.375,-0.185296230959363 - 0.555774543270076i
2.8,35.4375,-0.211051073134422 - 0.536081432482678i
2.8,35.5,-0.235269271331776 - 0.514912783480499i
2.8,35.5625,-0.257838032653053 - 0.492373188150402i
2.8,35.625,-0.27865030510359 - 0.468578230681282i
2.8,35.6875,-0.297605998323655 - 0.443654432056712i
2.8,35.75,-0.314613271061018 - 0.417739054096293i
2.8,35.8125,-0.329589870261459 - 0.390979744124102i
2.8,35.875,-0.342464502457883 - 0.363534002467774i
2.8,35.9375,-0.353178213833127 - 0.335568456986663i
2.8,36,-0.361685751090183 - 0.307257931785836i
2.8,36.0625,-0.367956871297196 - 0.278784301255154i
2.8,36.125,-0.371977565425657 - 0.250335125595041i
2.8,36.1875,-0.373751157633199 - 0.222102070010351i
2.8,36.25,-0.373299240730549 - 0.194279116661597i
2.8,36.3125,-0.370662407979325 - 0.167060586073399i
2.8,36.375,-0.365900742627169 - 0.140638992750829i
2.8,36.4375,-0.359094029578862 - 0.115202767909012i
2.8,36.5,-0.350341658429108 - 0.0909338900805952i
2.8,36.5625,-0.339762193748268 - 0.0680054714860662i
2.8,36.625,-0.327492596904867 - 0.0465793539725158i
2.8,36.6875,-0.31368709359199 - 0.0268037726006105i
2.8,36.75,-0.298515692238851 - 0.00881114719161093i
2.8,36.8125,-0.282162370162277 + 0.00728393797174143i
2.8,36.875,-0.264822956086016 + 0.0213865087517614i
2.8,36.9375,-0.24670274891579 + 0.0334226777624923i
2.8,37,-0.228013922781402 + 0.0433407783530548i
2.8,37.0625,-0.208972776757407 + 0.0511121211916941i
2.8,37.125,-0.189796893848328 + 0.0567313502444896i
2.8,37.1875,-0.170702277397378 + 0.060216387669618i
2.8,37.25,-0.151900533831294 + 0.0616079703814229i
2.8,37.3125,-0.133596168548911 + 0.06096879409134i
2.8,37.375,-0.115984056937869 + 0.058382292833623i
2.8,37.4375,-0.0992471452709474 + 0.0539510927269353i
2.8,37.5,-0.0835544270396047 + 0.0477951875117328i
2.8,37.5625,-0.0690592296773148 + 0.040049889882781i
2.8,37.625,-0.0558978352154064 + 0.0308636166108i
2.8,37.6875,-0.0441884468139607 + 0.0203955668855446i
2.8,37.75,-0.0340305018984986 + 0.00881335233605918i
2.8,37.8125,-0.0255043223152509 - 0.00370936595499484i
2.8,37.875,-0.0186710828975615 - 0.0169951830744996i
2.8,37.9375,-0.0135730724006664 - 0.0308651545108829i
2.8,38,-0.0102342150756038 - 0.0451408622508239i
2.8,38.0625,-0.00866081726285906 - 0.0596463137828932i
2.8,38.125,-0.00884250123582149 - 0.0742096529283941i
2.8,38.1875,-0.0107532879724272 - 0.0886646690329399i
2.8,38.25,-0.0143527913771228 - 0.102852098112001i
2.8,38.3125,-0.0195874884721188 - 0.116620715834496i
2.8,38.375,-0.0263920329661869 - 0.129828227609888i
2.8,38.4375,-0.0346905831314175 - 0.142341965443645i
2.8,38.5,-0.0443981188291115 - 0.154039404631519i
2.8,38.5625,-0.0554217266075148 - 0.164808515811307i
2.8,38.625,-0.0676618358616689 - 0.174547969455973i
2.8,38.6875,-0.081013392950541 - 0.183167210673111i
2.8,38.75,-0.0953669637967348 - 0.190586422287291i
2.8,38.8125,-0.110609758771437 - 0.196736393743548i
2.8,38.875,-0.126626576544617 - 0.201558312500541i
2.8,38.9375,-0.143300666036586 - 0.20500349339205i
2.8,39,-0.160514507641834 - 0.207033060026001i
2.8,39.0625,-0.178150516525574 - 0.207617590748677i
2.8,39.125,-0.196091672045524 - 0.206736740101927i
2.8,39.1875,-0.214222078261471 - 0.20437884510273i
2.8,39.25,-0.23242746110284 - 0.200540524124238i
2.8,39.3125,-0.250595608110803 - 0.195226274690188i
2.8,39.375,-0.26861675679745 - 0.188448075134836i
2.8,39.4375,-0.286383937608354 - 0.18022499384412i
2.8,39.5,-0.303793277272504 - 0.170582808689138i
2.8,39.5625,-0.320744268006816 - 0.15955363829317i
2.8,39.625,-0.337140007639441 - 0.1471755859372i
2.8,39.6875,-0.352887415251363 - 0.13349239620146i
2.8,39.75,-0.367897426429663 - 0.118553123855701i
2.8,39.8125,-0.382085171695973 - 0.102411814040437i
2.8,39.875,-0.39537014113406 - 0.0851271924169769i
2.8,39.9375,-0.407676337703126 - 0.0667623636964514i
2.8,40,-0.418932421197586 - 0.047384516778812i
2.8,40.0625,-0.429071844307769 - 0.0270646346329983i
2.8,40.125,-0.438032981755116 - 0.00587720702136807i
2.8,40.1875,-0.445759253025363 + 0.016100055792829i
2.8,40.25,-0.452199238807874 + 0.0387865101238055i
2.8,40.3125,-0.457306790872239 + 0.0620988683542172i
2.8,40.375,-0.461041134777244 + 0.0859514922799717i
2.8,40.4375,-0.463366964514913 + 0.110256691527749i
2.8,40.5,-0.464254527945277 + 0.134925028010504i
2.8,40.5625,-0.463679701677625 + 0.159865627107859i
2.8,40.625,-0.461624053902412 + 0.184986495960926i
2.8,40.6875,-0.458074893575475 + 0.210194848960817i
2.8,40.75,-0.453025304303202 + 0.235397440192813i
2.8,40.8125,-0.446474161273473 + 0.260500902280548i
2.8,40.875,-0.438426129621939 + 0.285412090761812i
2.8,40.9375,-0.428891642714915 + 0.310038432826971i
2.8,41,-0.41788685896686 + 0.334288278967599i
